"Id","Target type","Description","Ghg target","Year","Base year period","Single year","Source","Geography","Geography iso","Sector","Legislation ids","Scopes","Visibility status"
"1310","base_year_target","Union's 2020 20% headline target on energy efficiency by 2020 against a 2012 baseline","false","2020","2012","false","law","European Union","EUR","Energy","1201","Energy Efficiency","published"
"1309","base_year_target","The Union's 2020 energy consumption has to be no more than 1 474 Mtoe of primary energy or no more than 1 078 Mtoe of final energy by 2020 against a 2012 baseline","false","2020","2012","false","law","European Union","EUR","Energy","1201","Energy Efficiency","published"
"1308","base_year_target","Obligated energy distributors and/or retail energy sales companies achieve a cumulative end-use energy savings target by 31 December 2020 at least equivalent 1.5% a year from 2014 to 2020 of the annual energy sales to final customers of all energy distributors or all retail energy sales companies by volume, averaged over the most recent 3-year period prior to 2013 by 2020 against a 2012 baseline","false","2020","2012","false","law","European Union","EUR","Energy","1201","Energy Efficiency","published"
"1307","base_year_target","20% reduction in primary energy use compared with projected levels, by improving energy efficiency by 2020 against a 2009 baseline","false","2020","2009","false","law","European Union","EUR","Energy","1204","Energy Efficiency","published"
"1306","base_year_target","Energy distributors or retail energy sales companies have to achieve 1.5% energy savings per year through the implementation of energy efficiency measures by 2020 against a 2009 baseline","false","2020","2009","false","law","European Union","EUR","Energy","1204","Energy Efficiency","published"
"1305","base_year_target","Every year, governments in EU countries must carry out energy efficient renovations on at least 3% (by floor area) of the buildings they own and occupy by 2020 against a 2009 baseline","false","2020","2009","false","law","European Union","EUR","Buildings","1204","Energy Efficiency","published"
"1304","base_year_target","On 30 November 2016 the Commission proposed an update to the Energy Efficiency Directive, including a new 30% energy efficiency target for 2030 by 2030 against a 1990 baseline","false","2030","1990","false","law","European Union","EUR","Energy","1204","Energy Efficiency","published"
"1303","fixed_level_target","The specific emissions of CO2 of each light commercial vehicle which is designed to be capable of running on a mixture of petrol with 85% bioethanol (E85), and which complies with relevant Union legislation or European technical standards, shall be reduced by 5% by 2015","true","2015","2011","true","law","European Union","EUR","Transportation","1202","Renewable Energy And Biofuels","published"
"1302","base_year_target","An indicative target at the EU level of at least 27% is set for improving energy efficiency in 2030 compared to projections of future energy consumption based on the current criteria by 2030 against a 2014 baseline","false","2030","2014","false","law","European Union","EUR","Energy","1196","Energy Efficiency","published"
"1301","fixed_level_target","An EU target of at least 27% is set for the share of renewable energy consumed in the EU by 2030","false","2030","2014","false","law","European Union","EUR","Energy","1196","Renewable Energy","published"
"1300","fixed_level_target","20% of EU energy consumption to come from renewable resources by 2020","false","2020","2009","false","law","European Union","EUR","Energy","1204","Renewable Energy","published"
"1299","fixed_level_target","Average emissions of 147 gCO2/km for the average emissions of new light commercial vehicles registered in the Union subject to confirmation of its feasibility, as specified in Article 13(1) by 2020","true","2020","2011","true","law","European Union","EUR","Transportation","1202","General","published"
"1298","fixed_level_target","At least 10% share of renewables in final energy consumption in the transportation sector by 2020","false","2020","2009","false","law","European Union","EUR","Transportation","1204","Renewable Energy And Biofuels","published"
"1297","fixed_level_target","Average emissions of 95 g CO2/km as average emissions for the new car fleet, in accordance with Article 13(5) by 2020","true","2020","2009","true","law","European Union","EUR","Transportation","1205","General","published"
"1296","intensity_target","Reducing the GHG intensity of fuels used in vehicles for transportation by 10% by 2020 against a 2009 baseline","true","2020","2009","false","law","European Union","EUR","Transportation","1212","Fuels","published"
"1295","fixed_level_target","Reduce CO2 emissions by 50% and NOx by 80% by 2020 against a 2007 baseline","true","2020","2007","true","law","European Union","EUR","Transportation","1213","General","published"
"1294","trajectory_target","Increasing aircraft fuel efficiency, thus reducing CO2 emissions by 20 to 30% compared to state-of-the-art aircraft entering into service as from 2014 by 2020","true","2020","2014","true","law","European Union","EUR","Transportation","1213","Efficiency; Aviation","published"
"1293","fixed_level_target","Manufacturer's average emissions to be reduced yearly by 2014-2020 against a 2011 baseline","true","2020","2011","false","law","European Union","EUR","Transportation","1202","General","published"
"1292","fixed_level_target","Biofuel GHG emissions must be &gt;35% lower than the fossil fuel they are replacing by 2017, 2018 against a 2015 baseline","true","2018","2015","false","law","European Union","EUR","Transportation","1212","Renewable Energy And Biofuels","published"
"1228","base_year_target","20% GHG emissions reduction from non-EU ETS sectors and 21% from EU ETS sectors by 2020 against a 2005 baseline","true","2020","2005","false","law","Denmark","DNK","Economy-wide",,"Economy Wide","published"
"1227","base_year_target","39% GHG emissions reduction from non-EU ETS sectors by 2030 against a 2005 baseline","true","2030","2005","false","law","Denmark","DNK","Economy-wide","1152","Economy Wide","published"
"1226","base_year_target","10.7PJ annual increase in energy saved by energy companies, then 12.2 PJ by 2014, 2015-2020 against a 2013 baseline","false","2020","2013","false","law","Denmark","DNK","Energy","1153","Energy Efficiency","published"
"1225","fixed_level_target","1,000 MW increase wind turbines, 500 MW coastal wind by 2020 against a 2012 baseline","false","2020","2012","false","law","Denmark","DNK","Energy","1153","Renewable Energy: Wind","published"
"1224","base_year_target","10% biofuel in transport sector fuel mixture by 2020","false","2020","2020","false","law","Denmark","DNK","Transportation","1153","Renewable Energy And Biofuels","published"
"1195","base_year_target","1% annual energy consumption saving by N/A against a 2007 baseline","false","0","2007","false","law","Cyprus","CYP","Energy",,"Energy Efficiency","published"
"1194","base_year_target","13% renewables of final energy consumption by 2020","false","2020","2020","false","law","Cyprus","CYP","Energy","8423","Renewable Energy","published"
"1193","base_year_target","6% energy from renewables  by 2010 against a 2007 baseline","false","2010","2007","false","law","Cyprus","CYP","Energy",,"Renewable Energy","published"
"1192","base_year_target","10% renewables of final transport energy consumption by 2020","false","2020","2020","false","law","Cyprus","CYP","Transportation","8423","Renewable Energy And Biofuels","published"
"1180","base_year_target","1.71%  improvement in energy efficiency by 2022 against a 2017 baseline","false","2022","2017","false","law","Colombia","COL","Energy","8654","Energy Efficiency","published"
"1179","base_year_target","1.13%  improvement in energy efficiency by 2022 against a 2017 baseline","false","2022","2017","false","law","Colombia","COL","Energy","8654","Energy Efficiency","published"
"1178","base_year_target","0.73%  improvement in energy efficiency by 2022 against a 2017 baseline","false","2022","2017","false","law","Colombia","COL","Energy","8654","Energy Efficiency","published"
"1177","base_year_target","Overall 9.05%, or 699,678 TJ  improvement in energy efficiency by 2022 against a 2017 baseline","false","2022","2017","false","law","Colombia","COL","Energy","8654","Energy Efficiency","published"
"1176","base_year_target","5.45% improvement in energy efficiency by 2022 against a 2017 baseline","false","2022","2017","false","law","Colombia","COL","Transportation","8654","Efficiency","published"
"1175","base_year_target","Reduction of 11.2 MTCO2 Eq in the energy mining sector by 2030 against a 2010 baseline","true","2030","2010","false","law","Colombia","COL","Energy","8716","Energy Intensity","published"
"1171","fixed_level_target","By 2020, the penetration rate of practical adaptive technical training for rural labor will reach 70% by 2020 against a 2013 baseline. This will be achieved by improving the training of farmers to adapt to technology.","false","2020","2013","false","law","China","CHN","Agriculture","1313","Adaptation","published"
"1170","fixed_level_target","Ensure that the natural shoreline does not fall below 35%  by 2020 against a 2015 baseline","false","2020","2015","false","law","China","CHN","Coastal zones","2033","Adaptation","published"
"1169","base_year_target","Cut carbon emissions per unit of GDP by 40-45% from 2005 levels by 2020","true","2020","2005","false","law","China","CHN","Economy-wide","1311","Economy Wide","published"
"1168","intensity_target","Reduce CO2 emissions per unit of GDP by 18% by 2020 against a 2015 baseline","true","2020","2015","false","law","China","CHN","Economy-wide","2033","Economy Wide","published"
"1167","intensity_target","Decrease the carbon intensity of GDP by 17% by 2015  against a 2011 baseline","false","2015","2011","false","law","China","CHN","Economy-wide","1314","Economy Wide","published"
"1166","fixed_level_target","Increase the percentage of non-fossil fuels in primary energy consumption to 15%  by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Energy","1311","Renewable Energy","published"
"1165","fixed_level_target","The proportion of natural gas consumption in primary energy consumption will exceed 10%, and the utilization volume will reach 3.6 trillion cubic meters by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Energy","1311","Fuels","published"
"1164","fixed_level_target","Safe and efficient development of nuclear power. On the basis of ensuring safety, the company will effectively develop nuclear power, upgrade the safety level of nuclear power plants, and steadily advance nuclear power construction. The total installed capacity in 2020 reached 58 million kilowatts. by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Energy","1311","Nuclear","published"
"1163","fixed_level_target","By 2020, the total primary energy consumption will be controlled at about 4.8 billion tons of standard coal, and the total coal consumption will be controlled at about 4.2 billion tons by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Energy","1312","Fuels","published"
"1162","trajectory_target","By 2020, natural gas will account for more than 10% by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Energy","1312","Fuels","published"
"1161","fixed_level_target","By 2020,  the proportion of coal consumption will be controlled within 62% by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Energy","1312","Fuels","published"
"1160","fixed_level_target","By 2020, it will cumulatively increase the verified geological reserves of conventional gas by 5.5 trillion cubic meters, and produce 178 billion cubic meters of conventional natural gas per year by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Energy","1312","Fuels","published"
"1159","fixed_level_target","By 2020, shale gas production will strive to exceed 30 billion cubic meters by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Energy","1312","Fuels","published"
"1158","fixed_level_target","Total energy consumption capped at 5 billion metric tons of standard coal equivalent by 2020","false","2020","2015","false","law","China","CHN","Energy","2033","Fuels","published"
"1157","base_year_target","It is hoped that by 2020, the percentage of green buildings in new towns will reach 50% by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Buildings","1311","Energy Efficiency","published"
"1156","fixed_level_target","For group access standards, coal consumption for newly-built coal-fired power generation units is lower than 300 grams per kilowatt-hour of standard coal, and pollutant emissions are close to those of gas-fired gas turbines by 2014","false","2014","2014","false","law","China","CHN","Energy","1312","Fuels","published"
"1155","fixed_level_target","By 2020, the total primary energy consumption will be controlled at around 4.8 billion tons of standard coal.","false","2020","2014","false","law","China","CHN","Energy","1311","Energy Intensity","published"
"1154","trajectory_target","The value-added CO2 emissions per unit of industry will fall by about 50% by 2020 against a 2005 baseline","true","2020","2005","false","law","China","CHN","Industry","1311","Energy Intensity","published"
"1153","fixed_level_target","By 2015, the level of carbon dioxide emissions from large-scale power generation enterprise groups will be controlled at 650 g/kWh","true","2015","2014","false","law","China","CHN","Industry","1311","Energy Intensity","published"
"1152","fixed_level_target","Low-carbon park pilots: 150 or so low-carbon industrial demonstration parks will be built by 2020","false","2020","2014","false","law","China","CHN","Industry","1311","Energy Intensity","published"
"1151","fixed_level_target","1000 low-carbon commercial pilot by 2020: selected commercial establishments such as representative stores, hotels, restaurants, and tourist attractions to carry out pilot projects, and strengthen the operation and supply chain management through the enhancement of new technologies such as energy-saving and renewable energy, and significantly reduce CO2 emissions from pilot commercial organizations.","true","2020","2014","false","law","China","CHN","Tourism","1311","Renewable Energy","published"
"1150","trajectory_target","Reduce energy consumption per unit of GDP by 15% from 2015 levels by 2020 against a 2015 baseline","false","2020","2015","false","law","China","CHN","Energy","2033","Energy Intensity","published"
"1149","intensity_target","Decrease the energy intensity of GDP by 16% by 2015 against a 2011 baseline","false","2015","2011","false","law","China","CHN","Energy","1314","Energy Intensity","published"
"1148","trajectory_target","By 2020, the forest coverage rate will reach 23% and the forest reserves will exceed 15 billion cubic meters by 2020","false","2020","2013","false","law","China","CHN","LULUCF","1313","Preservation","published"
"1147","trajectory_target","By 2020, the rate of --three-step- grasslands will reach 55.6% by 2020","false","2020","2013","false","law","China","CHN","LULUCF","1313","Preservation","published"
"1146","trajectory_target","Effective protection rate of natural wetlands will reach more than 60%, and the area of desertified land will be over 50% of the controllable area. More than 95% of the state's key protected wild animals and over 90% of the minimum wild plant species will be effectively protected against desertification by 2020.","false","2020","2013","false","law","China","CHN","LULUCF","1313","Preservation","published"
"1145","trajectory_target","Increase the proportion of forest area and stock volume by 40 million ha and 1.3 billion m3 respectively from a 2005 baseline by 2020 against a 2005 baseline","false","2020","2005","false","law","China","CHN","LULUCF","1311","Afforestation","published"
"1144","trajectory_target","Lower the area of land used for construction per unit of GDP by 20% by 2020 against a 2015 baseline","false","2020","2015","false","law","China","CHN","LULUCF","2033","Preservation","published"
"1143","trajectory_target","Ensure that the grassland vegetation coverage reaches 56%  by 2020","false","2020","2015","false","law","China","CHN","LULUCF","2033","Land Use Change","published"
"1142","fixed_level_target","Stable arable land at 124.3 m hectares by 2020","false","2020","2015","false","law","China","CHN","LULUCF","2033","Land Use Change","published"
"1141","fixed_level_target","Forest growth - 21.66% to 23.04% of coverage and growing stock of 15.1 to 16.5 billions meters cube by 2020","false","2020","2015","false","law","China","CHN","LULUCF","2033","Afforestation","published"
"1140","trajectory_target","Increase forest coverage by 21.6% by 2015 against a 2011 baseline","false","2015","2011","false","law","China","CHN","LULUCF","1314","Afforestation","published"
"1139","trajectory_target","Installed capacity of conventional hydropower will strive to reach 350 million kilowatts, and the annual power generation capacity will be 1.2 trillion kilowatt-hours by 2020","false","2020","2014","false","law","China","CHN","Energy","1311","Renewable Energy: Hydro","published"
"1138","fixed_level_target","Vigorously develop wind power. Accelerate the construction of 80 million-kilowatt-class wind power bases in the --Three North Region- and coastal areas, and build inland small and medium-sized wind power and offshore wind power projects in line with local conditions, and strengthen all kinds of grid-connected auxiliary projects. In 2020, the installed capacity of grid-connected wind power will reach 200 million kilowatts","false","2020","2014","false","law","China","CHN","Energy","1311","Renewable Energy: Wind","published"
"1137","fixed_level_target","Promote the diversification of solar energy use. Build a batch of ""10,000 kilowatt-class"" large-scale photovoltaic power plants. In 2020, the installed capacity of solar power generation will reach 100 million kilowatts, and the installed area of ??solar thermal utilization will reach 800 million square meters","false","2020","2014","false","law","China","CHN","Energy","1311","Renewable Energy: Solar","published"
"1136","fixed_level_target","Develop biomass energy. We will give priority to the construction of biomass polygeneration projects, accelerate the development of biogas power generation, and promote urban waste incineration and landfill gas power generation. To realize the industrialization of biomass forming fuels, accelerate the industrialization of biomass liquid fuels, and actively develop biomass gas supply. In 2020, the installed capacity of biomass power generation in China will reach 30 million kilowatts, the annual biomass consumption of biomass fuel will reach 50 million tons, the annual utilization of biogas will reach 44 billion cubic meters, and the annual utilization of biological liquid fuel will reach 130 billion cubic meters.","false","2020","2014","false","law","China","CHN","Energy","1311","Renewable Energy: Biomass","published"
"1134","trajectory_target","Non-fossil energy will account for 15% of primary energy consumption by 2020","false","2020","2014","false","law","China","CHN","Energy","1312","Renewable Energy","published"
"1133","trajectory_target","Geothermal energy to reach 50 million tons of standard coal by 2020","false","2020","2014","false","law","China","CHN","Energy","1312","Renewable Energy: Geothermal","published"
"1132","trajectory_target","Non-fossil energy from 12% to 15% of primary energy consumption  by 2020","false","2020","2015","false","law","China","CHN","Energy","2033","Renewable Energy","published"
"1131","trajectory_target","Increase the share of non-fossil fuel primary energy consumption to 11.4% by 2015","false","2015","2011","false","law","China","CHN","Energy","1314","Renewable Energy","published"
"1130","base_year_target","Reduce energy consumption per unit of GDP by at least an additional 3.4% in 2016 by 2016 against a 2015 baseline","false","2016","2015","false","law","China","CHN","Energy","2033","Energy Efficiency","published"
"1129","trajectory_target","In 2020, the sharing rate of public transportation in large and medium-sized cities will reach 30% by 2020 against a 2014 baseline","false","2020","2014","false","law","China","CHN","Transportation","1311","Public Transport","published"
"1128","base_year_target","In 2020, the CO2 emission per unit passenger transport volume will be 5% lower than in 2010, and CO2 emissions per unit freight turnover 13% lower than in 2010.","true","2020","2010","false","law","China","CHN","Transportation","1311","Efficiency","published"
"1127","base_year_target","In 2020, the amount of CO2 emission from railway transportation units will be reduced by 15% compared with 2010.   Rail transport. We will improve the railway transportation network, accelerate the electrification of railways, increase the proportion of electric locomotives that undertake the passenger and freight transport of railways, increase the capacity of railway transportation, and promote the energy-saving dispatch of railways. We will actively develop containerized sea-rail transport, accelerate the elimination of old locomotives, and develop energy-saving low-carbon locomotives and EMUs. Strengthen the low-carbon transformation and operation management of stations and other facilities.","true","2020","2010","false","law","China","CHN","Transportation","1311","E Vs And Electric Trains; Efficiency","published"
"1126","base_year_target","Waterway transportation: In 2020, the CO2 emissions per unit of passenger and freight turnover was 13% by 2020 against a 2010 baseline","true","2020","2010","false","law","China","CHN","Transportation","1311","Efficiency","published"
"1125","base_year_target","Air freight: In 2020, CO2 emissions from passenger and freight turnover of civil aviation units were reduced by about 11% by 2020 against a 2010 baseline","true","2020","2010","false","law","China","CHN","Transportation","1311","Efficiency","published"
"1054","base_year_target","10% reduction in emissions from non-ETS plants, 21% reduction from ETS plants by 2020 compared with 2005","true","2020","2005","false","law","Bulgaria","BGR","Economy-wide","1109","Economy Wide","published"
"1053","base_year_target","30% households gasified by 2020","false","2020","2020","false","law","Bulgaria","BGR","Buildings","1106;1109","Buildings","published"
"1052","intensity_target","50% reduction energy intensity of GDP (456 tonnes/year) by 2020 against a 2005 baseline","false","2020","2005","false","law","Bulgaria","BGR","Energy","1106;1109","Energy Intensity","published"
"1051","fixed_level_target","Increase forest area by afforestation of abandoned agricultural land, bare and deforested areas, eroded and endangered by erosion. Indicator: 1.4<br />

31.12.2011 total area 4 148 114 ha, wooded area: 3 774 778 ha 31.12.2010 Total stock: 644 840 247 m3 Total stock: 202 million tons  by 2020","false","2020","2013","false","law","Bulgaria","BGR","LULUCF","8653","Afforestation","published"
"1050","fixed_level_target","16% share of renewable energy in the gross final consumption of the country after 2020.","false","2020","2013","false","law","Bulgaria","BGR","Energy","8653","Renewable Energy: Biofuels","published"
"1049","fixed_level_target","16% final energy consumption from renewables by 2020","false","2020","2020","false","law","Bulgaria","BGR","Energy","1106;1109","Renewable Energy","published"
"1048","base_year_target","35% reduction in GHG (from Biofuel/biomass use) in the short term, then by 50% in 2017, and by 60%  in 2018 compared with a business as usual scenario","true","2018","Business as usual scenario","false","law","Bulgaria","BGR","Energy","1106;1109","Renewable Energy: Biofuels","published"
"1038","base_year_target","GHG emission reductions in buildings in the residential and tertiary sectors per region by 2030 against a 2015 baseline","true","2030","2015","false","law","Belgium","BEL","Buildings","1072","Energy Efficiency","published"
"1035","base_year_target","16% GHG emissions reductions in non-ETS sectors by 2020 compared with a 2005 baselie","true","2020","2005","false","law","Austria","AUT","Economy-wide","1045","Economy Wide","published"
"1034","base_year_target","13% cut in GHG emissions by 2012 compared with a 1990 baseline","true","2012","1990","false","law","Austria","AUT","Economy-wide","1048","Economy Wide","published"
"1033","base_year_target","Stabilise energy use at 1,100 PJ by 2020","false","2020","2020","false","law","Austria","AUT","Energy","1045","Energy Efficiency","published"
"1032","base_year_target","No more than 1,050 petajoules consumed annually by 2020","false","2020","2020","false","law","Austria","AUT","Energy","1040","Energy Efficiency","published"
"1031","base_year_target","20% energy efficiency  by 2020","false","2020","2020","false","law","Austria","AUT","Energy","1045","Energy Efficiency","published"
"1030","base_year_target","1.5% efficiency increase of final energy consumption annually by 2020 against a 2014 baseline","false","2020","2014","false","law","Austria","AUT","Energy","1040","Energy Efficiency","published"
"1029","base_year_target","Energy suppliers undertake at least 40% energy efficiency measures in customer households by 2020 against a 2015 baseline","false","2020","2015","false","law","Austria","AUT","Buildings","1040","Energy Efficiency","published"
"1028","base_year_target","48.2 GWh (3% annual) energy efficiency refurbishment by 2020 against a 2014 baseline","false","2020","2014","false","law","Austria","AUT","Buildings","1040","Energy Efficiency","published"
"1027","base_year_target","310 petajoules saved by energy efficiency (159 from suppliers, 151 from strategic measures); 80.4 petajoules by 2017 by 2014-2020 compared with a business as usual scenario","false","2017","Business as usual scenario","false","law","Austria","AUT","Energy","1040","Energy Efficiency","published"
"1026","intensity_target","5vH energy intensity improvement, then 20vH by 2010, 2020","false","2020","2010, 2020","false","law","Austria","AUT","Energy","1046","Energy Intensity","published"
"1025","fixed_level_target","34% renewables of final gross energy consumption by 2020","false","2020","2020","false","law","Austria","AUT","Energy","1045","Renewable Energy","published"
"1024","fixed_level_target","80% renewable of total electricity production by 2010, then 85% by 2020","false","2020","2010, 2020","false","law","Austria","AUT","Energy","1048","Renewable Energy","published"
"1023","fixed_level_target","1000MW Hydro, 2000MW Wind, 200MW Biomass and biogas, 1200MW Solar energy productions increased by 2020 against a 2010 baseline","false","2020","2010","false","law","Austria","AUT","Energy","1043","Renewable Energy: Wind; Renewable Energy: Solar; Renewable Energy: Hydro; Renewable Energy: Biomass","published"
"1022","fixed_level_target","25% renewable of total energy by 2010, then 45% by 2020","false","2020","2010, 2020","false","law","Austria","AUT","Energy","1046","Renewable Energy","published"
"1021","intensity_target","Increase energy productivity by 40% by 2030 compared with a from 2015 and against business as usual scenario","false","2030","Business as usual scenario","false","law","Australia","AUS","Energy","2026","Energy Intensity","published"
"1010","base_year_target","9% reduction in energy use by 2018 against a 2010 baseline","false","2018","2010","false","law","Albania","ALB","Energy",,"Energy Efficiency","published"
"1009","base_year_target","9% reduction in total energy consumption by 2015 compared with 2006 baseline","false","2015","2006","false","law","Albania","ALB","Energy",,"Energy Efficiency","published"
"1008","fixed_level_target","25% total energy consumption from renewables, of which 10MW is PV, 14MW is biomass, 10MW is Geothermal, 240 MW is HC (hydro) by 2020","false","2020","2020","false","law","Albania","ALB","Energy",,"Renewable Energy: Hydro; Renewable Energy: Biomass; Renewable Energy: Geothermal","published"
"1007","fixed_level_target","At least 10% total energy from renewable and biofuels","false","2015","2015","false","law","Albania","ALB","Energy",,"Renewable Energy; Renewable Energy: Biofuels","published"
"1006","fixed_level_target","Achieve 38% of renewable energy by 2020","false","2020",,"false","law","Albania","ALB","Energy","8729","Renewable Energy","published"
"1005","base_year_target","30 energy efficiency and carbon capture projects in 2012, 10 in 2013, 15 in 2014, 5 in 2015, 10 in 2016 and 20 in 2017","false","2017","N/A","false","law","Angola","AGO","Energy","8108","Energy Efficiency","published"
"1004","fixed_level_target","15,305 tonnes of GHG from manufacturing in 2014, 15,755 tonnes in 2015, 16,950 tonnes in 2016 and 17,350 tonnes in 2017","true","2017","N/A","false","law","Angola","AGO","Industry","8108","General","published"
"0","base_year_target",,"false",,,"false","law","European Union","EUR","Economy-wide",,"Economy Wide","published"
