"Id","Company id","Company","Assessment date","Publication date","Last reported year","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Assumptions","CP alignment 2050","CP alignment 2025","CP alignment 2035","Region","CP regional alignment 2025","CP regional alignment 2035","CP regional alignment 2050"
,"1267","Air China","23/10/2020","2020-12","2019",,"840.0","844.0","807.0","814.0","814.0","863.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.","Not aligned","2 Degrees (Shift-Improve)","International Pledges","Europe","2 Degrees (Shift-Improve)","International Pledges","International Pledges"
,"1269","ANA Group","23/10/2020","2020-12","2019",,"897.0","908.0","870.0","844.0","842.0","869.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.","Not aligned",,,,,,
,"1077","Mitsubishi","23/10/2020","2020-12","2018","151.0","144.0","139.0","149.0","146.0","139.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitsubishi has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not aligned",,,,,,
,"1080","Nissan","23/10/2020","2020-12","2018","144.0","141.0","140.0","141.0","140.0","139.0","135.0","132.0","129.0","125.0","122.0","118.0","114.0","110.0","107.0","103.0","99.0","96.0","92.0","88.0","84.0","81.0","77.0","73.0","69.0","66.0","62.0","58.0","54.0","51.0","47.0","43.0","40.0","36.0","32.0","28.0","25.0","21.0","TPI has not made any further assumptions in order to project this company’s Carbon Performance.","2 Degrees (Shift-Improve)",,,,,,
,"1175","SAIC motor","23/10/2020","2020-12","2019","170.0","167.0","163.0","157.0","150.0","148.0","137.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAIC Motors has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not aligned",,,,,,
,"1087","Subaru","23/10/2020","2020-12","2018","159.0","160.0","157.0","158.0","156.0","158.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Subaru has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not aligned",,,,,,
,"1318","COSCO Shipping Holdings","23/10/2020","2020-12","2019",,,,,"8.12","8.05","7.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","International Pledges",,,,,,
,"1090","Suzuki","23/10/2020","2020-12","2019","115.0","112.0","110.0","108.0","107.0","106.0","104.0","101.0","99.0","96.0","94.0","91.0","89.0","86.0","84.0","81.0","79.0","76.0","73.0","70.0","67.0","64.0","60.0","57.0","54.0","51.0","48.0","45.0","41.0","38.0","35.0","32.0","29.0","25.0","22.0","19.0","16.0","13.0","TPI has not made any further assumptions in order to project this company’s Carbon Performance.","2 Degrees (Shift-Improve)",,,,,,
,"1270","China Southern","23/10/2020","2020-12","2019",,"907.0","901.0","892.0","874.0","837.0","826.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.","Not aligned",,,,,,
,"1275","Japan Airlines","23/10/2020","2020-12","2019",,"1074.0","1038.0","1037.0","1005.0","983.0","995.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.","Not aligned",,,,,,
,"1116","Qantas","23/10/2020","2020-12","2019",,"970.0","960.0","960.0","943.0","918.0","962.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.","Not aligned",,,,,,
,"1002","Brilliance","23/10/2020","2020-12","2019","174.0","171.0","168.0","161.0","152.0","143.0","139.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brilliance has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not aligned",,,,,,
,"1097","Toyota","23/10/2020","2020-12","2018","142.0","136.0","134.0","132.0","126.0","122.0","119.0","117.0","114.0","111.0","108.0","105.0","102.0","101.0","100.0","98.0","97.0","95.0","91.0","87.0","83.0","79.0","75.0","71.0","67.0","63.0","59.0","55.0","51.0","47.0","43.0","39.0","35.0","31.0","27.0","23.0","19.0","15.0","TPI has not made any further assumptions in order to project this company's Carbon Performance.","2 Degrees (Shift-Improve)",,,,,,
,"1540","BYD","23/10/2020","2020-12","2019","167.0","156.0","175.0","73.0","53.0","52.0","50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Paris Pledges",,,,,,
,"1326","COSCO Shipping Energy","23/10/2020","2020-12","2019",,,,,"3.72","3.27","3.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","International Pledges",,,,,,
,"1125","AP Moller – Maersk","23/10/2020","2020-12","2019",,,,"4.45","4.38","4.3","4.1","3.98","3.87","3.75","3.63","3.52","3.4","3.28","3.17","3.05","2.93","2.82","2.68","2.54","2.4","2.25","2.11","1.97","1.83","1.69","1.55","1.41","1.27","1.13","0.99","0.85","0.7","0.56","0.42","0.28","0.14","0.0","TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Below 2 Degrees",,,,,,
,"1009","Fiat Chrysler","23/10/2020","2020-12","2018","174.0","182.0","170.0","176.0","173.0","178.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fiat Chrysler has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not aligned",,,,,,
,"1052","Honda","23/10/2020","2020-12","2019","149.0","144.0","141.0","140.0","137.0","134.0","130.0","128.0","127.0","123.0","120.0","116.0","112.0","109.0","105.0","102.0","98.0","94.0","91.0","87.0","83.0","80.0","76.0","73.0","69.0","65.0","62.0","58.0","54.0","51.0","47.0","44.0","40.0","36.0","33.0","29.0","25.0","22.0","TPI has not made any further assumptions in order to project this company’s carbon performance.","2 Degrees (Shift-Improve)",,,,,,
,"1029","Geely","23/10/2020","2020-12","2018","155.0","152.0","147.0","125.0","124.0","134.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geely has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not aligned",,,,,,
,"1006","Ferrari","23/10/2020","2020-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferrari has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","No Disclosure",,,,,,
,"1314","MOL","23/10/2020","2020-12","2019",,"6.2","6.01","6.07","6.13","6.05","5.08","5.02","4.96","4.9","4.84","4.78","4.72","4.66","4.6","4.54","4.48","4.42","4.26","4.11","3.95","3.79","3.64","3.48","3.32","3.17","3.01","2.85","2.7","2.54","2.38","2.23","2.07","1.91","1.76","1.6","1.44","1.29","TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Below 2 Degrees",,,,,,
,"1538","China Merchants Energy Shipping","23/10/2020","2020-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.","No Disclosure",,,,,,
,"1537","Iino Kaiun Kaisha","23/10/2020","2020-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","No Disclosure",,,,,,
,"1539","NS United Kaiun Kaisha","23/10/2020","2020-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.","No Disclosure",,,,,,
,"1319","K Line","23/10/2020","2020-12","2019",,"6.03","5.77","5.71","5.98","5.84","5.31","5.25","5.18","5.11","5.04","4.97","4.91","4.84","4.77","4.7","4.63","4.57","4.48","4.38","4.29","4.2","4.11","4.02","3.93","3.84","3.74","3.65","3.56","3.47","3.38","3.29","3.2","3.11","3.01","2.92","2.83","2.74","To calculate this company’s baseline emissions intensity, TPI has taken a weighted average of emission intensities of the company's various ship types in 2008.","International Pledges",,,,,,
,"1315","NYK Line","23/10/2020","2020-12","2019",,,"6.3","6.6","6.2","5.85","5.6","5.49","5.38","5.28","5.17","5.06","4.95","4.84","4.73","4.63","4.52","4.41","4.35","4.28","4.22","4.16","4.1","4.03","3.97","3.91","3.84","3.78","3.72","3.65","3.59","3.53","3.47","3.4","3.34","3.28","3.21","3.15","TPI has not made any further assumptions in order to project this company’s Carbon Performance.","International Pledges",,,,,,
,"1076","Mazda","23/10/2020","2020-12","2018","143.0","138.0","137.0","137.0","142.0","142.0","137.0","132.0","127.0","122.0","117.0","112.0","107.0","102.0","97.0","92.0","87.0","82.0","79.0","76.0","72.0","69.0","66.0","62.0","59.0","56.0","53.0","49.0","46.0","43.0","39.0","36.0","33.0","30.0","26.0","23.0","20.0","16.0","TPI has assumed that both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.","2 Degrees (Shift-Improve)",,,,,,
,"1358","Rio Tinto (Diversified mining)","12/08/2020","2020-10","2019",,,,"73.08","73.59","72.84","77.66","77.54","77.42","77.3","77.18","77.06","76.93","76.81","76.69","76.57","76.45","76.33","76.17","76.02","75.87","75.71","75.56","75.4","75.25","75.09","74.94","74.78","74.63","74.47","74.32","74.17","74.01","73.86","73.7","73.55","73.39","73.24","The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its emissions intenisty. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1147","Orsted","12/08/2020","2020-10","2018",,,"0.38","0.368","0.236","0.203","0.092","0.076","0.061","0.046","0.031","0.015","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPIâ€™s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this companyâ€™s Carbon Performance.","Below 2 Degrees",,,,,,
,"1239","Woodside Petroleum","12/08/2020","2020-10","2019",,"65.43","65.61","64.59","65.21","64.68","64.55","64.33","64.12","63.9","63.69","63.48","63.26","63.05","62.84","62.62","62.41","62.19","61.98","61.77","61.55","61.34","61.13","60.91","60.7","60.49","60.27","60.06","59.84","59.63","59.42","59.2","58.99","58.78","58.56","58.35","58.14","57.921581552074","The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.","Not Aligned",,,,,,
,"1023","China Petroleum & Chemical","12/08/2020","2020-10","2019",,,,,"81.97","82.23","81.5","80.83","80.16","79.5","80.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. TPI has not made any further assumptions in order to project this companyâ€™s Carbon Performance.","Not Aligned",,,,,,
,"1194","Equinor","12/08/2020","2020-10","2019",,"69.7","69.82","69.74","69.25","69.34","69.07","69.03","68.98","68.94","68.89","68.85","68.81","68.39","67.97","67.55","67.13","66.72","65.71","64.71","63.7","62.7","61.69","60.69","59.68","58.68","57.67","56.67","55.67","54.66","53.66","52.65","51.65","50.64","49.64","48.63","47.63","46.6244715364657","The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Paris Pledges",,,,,,
,"1311","Chugoku","12/08/2020","2020-10","2019",,,,,,"0.576","0.559","0.542","0.525","0.507","0.49","0.473","0.456","0.439","0.422","0.404","0.387","0.37",,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","Not Aligned",,,,,,
,"1027","Chubu Electric Power","12/08/2020","2020-10","2018","0.507","0.469","0.466","0.489","0.485","0.473","0.464","0.456","0.447","0.439","0.43","0.422","0.413","0.404","0.396","0.387","0.379","0.37",,,,,,,,,,,,,,,,,,,,,"The company discloses a target using an activity measure and/or emissions figure that is inconsistent with TPIâ€™s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this companyâ€™s Carbon Performance.","Not Aligned",,,,,,
,"1312","China Resources Power","12/08/2020","2020-10","2019",,,,,"0.78","0.755","0.728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","Not Aligned",,,,,,
,"1224","Santos","12/08/2020","2020-10","2018",,"73.7","71.08","73.14","73.57","72.26","71.87","71.48","71.09","70.7","70.31","69.92","69.53","69.14","68.75","68.36","67.97","67.58","67.19","66.8","66.41","66.02","65.63","65.24","64.85","64.46","64.07","63.68","63.29","62.9","62.51","62.12","61.73","61.34","60.95","60.56","60.17","59.7770490860771","The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The companyâ€™s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1307","Kyushu Elec Power","12/08/2020","2020-10",,"0.598","0.528","0.483","0.463","0.347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","Not Aligned",,,,,,
,"1503","EDP","12/08/2020","2020-10","2019","0.282","0.276","0.34","0.272","0.333","0.257","0.217","0.203","0.189","0.175","0.161","0.147","0.133","0.119","0.105","0.091","0.077","0.063","0.06","0.057","0.053","0.05","0.047","0.044","0.041","0.038","0.035","0.031","0.028","0.025","0.022","0.019","0.016","0.013","0.009","0.006","0.003","0.0","TPI has not made any further assumptions in order to project this companyâ€™s Carbon Performance.","Below 2 Degrees",,,,,,
,"1313","PGE","12/08/2020","2020-10","2019","0.98","0.98","0.96","0.95","0.93","0.88","0.958","0.85","0.836","0.822","0.808","0.794","0.78",,,,,,,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this companyâ€™s Carbon Performance.","Not Aligned",,,,,,
,"1146","Origin Energy","12/08/2020","2020-10","2018","0.77","0.77","0.81","0.79","0.84","0.87","0.833","0.796","0.76","0.723","0.686","0.649","0.612","0.575","0.539","0.502","0.465","0.428","0.397","0.366",,,,,,,,,,,,,,,,,,,"The company has set targets to reduce its absolute emissions. To calculate this companyâ€™s targeted emissions intensity, TPI has assumed that: - The companyâ€™s regional electricity generation grows according to the regional electricity generation growth rate projected in the IEAâ€™s Energy Technology Perspectives model â€˜Reference Technologyâ€™ scenario.","Not Aligned",,,,,,
,"1031","CNOOC","12/08/2020","2020-10","2019",,,,"74.58","74.84","74.26","74.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.","Not Aligned",,,,,,
,"1154","Petrochina","12/08/2020","2020-10","2019",,,,,,,"73.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.","Not Aligned",,,,,,
,"1145","OMV","12/08/2020","2020-10","2019",,,,"63.05","62.94","62.34","61.68","61.44","61.2","60.96","60.72","60.48","60.24","60.16","60.08","60.01","59.93","59.85","59.77","59.69","59.61","59.53","59.45","59.37","59.29","59.21","59.13","59.05","58.97","58.89","58.81","58.73","58.65","58.57","58.49","58.41","58.33","58.2482827474976","The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The companyâ€™s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1108","Eneos (Oil & Gas)","12/08/2020","2020-10","2018",,,,"81.49","81.59","82.15","82.09","82.03","81.97","81.9","81.56","81.21","80.87","80.52","80.17","79.83","79.48","79.14","78.63","78.13","77.63","77.12","76.62","76.11","75.61","75.11","74.6","74.1",,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this companyâ€™s targeted emissions intensity, TPI has assumed that: The companyâ€™s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEAâ€™s Energy Technology Perspectives model â€˜Reference Technologyâ€™ scenario. The companyâ€™s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1518","INPEX","12/08/2020","2020-10","2019",,,,,,"73.61","74.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.","Not Aligned",,,,,,
,"1516","Galp Energia","12/08/2020","2020-10","2019",,,,,"67.08","66.45","66.5","66.44","66.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The companyâ€™s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1057","Ecopetrol","12/08/2020","2020-10","2019",,"75.36","75.68","76.85","78.24","78.46","77.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this companyâ€™s targeted emissions intensity, TPI has assumed that: The companyâ€™s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEAâ€™s Energy Technology Perspectives model â€˜Reference Technologyâ€™ scenario. The companyâ€™s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1065","Eni","12/08/2020","2020-10","2019",,"66.02","65.59","65.36","65.37","65.47","65.15","64.28","63.42","62.56","61.69","60.83","59.96","59.1","58.24","57.37","56.51","55.65","54.34","53.03","51.72","50.41","49.1","47.79","46.48","45.17","43.86","42.55","41.24","39.94","38.63","37.32","36.01","34.7","33.39","32.08","30.77","29.4605376210079","The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The companyâ€™s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Paris Pledges",,,,,,
,"1514","South32 (Diversified mining)","12/08/2020","2020-10","2018",,,,"98.89","95.03","94.0","93.67","93.34","93.01","92.67","92.34","92.01","91.68","91.35","91.02","90.69","90.36","90.02","89.69","89.36","89.03","88.7","88.37","88.04","87.71","87.37","87.04","86.71","86.38","86.05","85.72","85.39","85.06","84.72","84.39","84.06","83.73","83.4","The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that: its externally sold energy, Aluminium and steel products grow in-line with the rate projected in the IEA's Energy Technology Perspectives model and other commodities grow in-line with GDP used by the IEA in the ETP. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1522","Fortescue","12/08/2020","2020-10","2018",,,,"115.57","114.15","119.17","119.15","119.13","119.1","119.08","119.05","119.03","119.0","118.98","118.96","118.93","118.91","118.88","118.81","118.74","118.68","118.61","118.54","118.47","118.4","118.33","118.26","118.19",,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that: its externally sold energy, Aluminium and steel products grow in-line with the rate projected in the IEA's Energy Technology Perspectives model and other commodities grow in-line with GDP used by the IEA in the ETP. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1301","TEPCO","12/08/2020","2020-10","2018",,,"0.437","0.444","0.428","0.43","0.424","0.417","0.41","0.404","0.397","0.39","0.383","0.377","0.37","0.363","0.357","0.35",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPIâ€™s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this companyâ€™s Carbon Performance.","Not Aligned",,,,,,
,"1304","Tohoku Elec Power","12/08/2020","2020-10","2019",,,,"0.497","0.499","0.496","0.484","0.471","0.459","0.446","0.434","0.422","0.409","0.397","0.385","0.372","0.36","0.347",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPIâ€™s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this companyâ€™s Carbon Performance.","Not Aligned",,,,,,
,"1302","Terna","12/08/2020","2020-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The companyâ€™s activities lie outside the scope of TPIâ€™s Carbon Performance assessment of this sector, hence the company is not assessed.","Not assessed",,,,,,
,"1300","Kansai Elec Power","12/08/2020","2020-10","2018",,,,"0.347","0.303","0.254","0.255","0.257","0.258","0.259","0.261","0.262","0.263","0.265","0.266","0.267","0.269","0.27",,,,,,,,,,,,,,,,,,,,,"The company has not disclosed data on current emissions nor quantitative emissions reduction targets in a way which TPI can use to estimate current or future Carbon Performance.","Paris Pledges",,,,,,
